Year of arrival at port of disembarkation,Total embarked,Total disembarked,Total died
1709,161,130,31
1709,260,230,30
1709,120,100,20
1709,148,120,28
1709,272,228,44
1709,494,444,50
1709,236,180,56
1709,129,129,0
1709,260,230,30
1709,119,100,19
1709,118,105,13
1709,407,340,67
1709,398,187,211
1709,119,100,19
1709,163,145,18
1709,260,230,30
1709,260,230,30
1709,241,220,21
1709,118,105,13
1709,459,400,59
1709,157,136,21
1709,300,289,11
1709,468,403,65
1709,118,105,13
1709,292,260,32
1709,268,224,44
1709,259,230,29
1709,315,240,75
1709,176,156,20
1709,260,230,30
1709,292,260,32
1709,56,48,8
1709,260,230,30
1709,315,240,75
1709,213,200,13
1709,370,313,57
1709,260,230,30
1709,129,129,0
1709,260,230,30
1709,118,105,13
1709,260,230,30
1709,92,77,15
1709,260,230,30
1709,306,280,26
1709,237,190,47
1709,362,290,72
1709,526,440,86
1709,237,190,47
1709,237,190,47
1709,215,190,25
1709,120,96,24
1710,190,168,22
1710,138,92,46
1710,300,290,10
1710,393,300,93
1710,293,245,48
1710,237,190,47
1710,118,105,13
1710,66,53,13
1710,260,230,30
1710,260,230,30
1710,260,230,30
1710,337,270,67
1710,295,225,70
1710,306,270,36
1710,419,363,56
1710,333,294,39
1710,390,328,62
1710,500,382,118
1710,151,121,30
1710,129,115,14
1710,250,200,50
1710,160,160,0
1710,276,209,67
1710,485,431,54
1710,468,403,65
1710,426,356,70
1710,118,105,13
1710,260,230,30
1710,260,230,30
1710,118,105,13
1710,572,490,82
1710,127,113,14
1710,260,230,30
1710,260,230,30
1710,366,250,116
1710,118,105,13
1710,292,244,48
1710,260,230,30
1710,118,105,13
1710,75,57,18
1710,237,190,47
1710,237,190,47
1710,121,108,13
1710,237,190,47
1710,433,374,59
1710,288,220,68
1710,373,318,55
1710,365,292,73
1710,340,300,40
1710,328,320,8
1710,472,458,14
1710,517,451,66
1710,139,83,56
1710,272,228,44
1710,237,190,47
1710,390,370,20
1710,150,126,24
1710,520,430,90
1710,181,160,21
1710,396,350,46
1710,260,230,30
1710,244,209,35
1710,419,370,49
1710,306,288,18
1710,300,251,49
1710,316,241,75
1710,412,360,52
1710,202,180,22
1710,263,201,62
1710,223,186,37
1710,237,190,47
1710,237,190,47
1710,104,93,11
1710,237,190,47
1710,165,125,40
1710,250,200,50
1710,260,230,30
1710,410,311,99
1710,118,105,13
1710,260,230,30
1710,260,230,30
1710,260,230,30
1710,121,92,29
1710,713,705,8
1710,273,236,37
1710,195,168,27
1710,382,312,70
1710,237,190,47
1710,120,95,25
1710,200,170,30
1710,265,201,64
1710,178,158,20
1710,126,113,13
1710,223,186,37
1710,164,145,19
1710,233,218,15
1710,237,190,47
1710,260,230,30
1710,245,200,45
1710,118,105,13
1710,255,204,51
1710,260,230,30
1710,260,230,30
1711,492,412,80
1711,260,230,30
1711,260,230,30
1711,260,230,30
1711,368,325,43
1711,602,550,52
1711,301,266,35
1711,382,319,63
1711,260,230,30
1711,260,230,30
1711,260,230,30
1711,118,105,13
1711,119,100,19
1711,118,105,13
1711,260,230,30
1711,118,105,13
1711,350,278,72
1711,128,113,15
1711,237,190,47
1711,147,130,17
1711,189,151,38
1711,190,152,38
1711,92,74,18
1711,610,557,53
1711,237,190,47
1711,237,190,47
1711,476,398,78
1711,346,296,50
1711,237,190,47
1711,282,249,33
1711,626,253,373
1711,405,358,47
1711,182,157,25
1711,146,117,29
1711,281,240,41
1711,144,109,35
1711,378,316,62
1711,263,220,43
1711,215,180,35
1711,404,350,54
1711,154,133,21
1711,316,241,75
1711,263,220,43
1711,364,304,60
1711,64,49,15
1711,316,241,75
1711,316,241,75
1711,207,200,7
1711,239,200,39
1711,396,350,46
1711,401,335,66
1711,110,95,15
1711,281,248,33
1711,287,240,47
1711,135,108,27
1711,220,190,30
1711,226,200,26
1711,237,190,47
1711,169,150,19
1711,237,190,47
1711,244,209,35
1711,260,230,30
1711,291,255,36
1711,200,161,39
1711,105,90,15
1711,237,190,47
1711,382,330,52
1711,626,584,42
1711,468,403,65
1711,363,311,52
1711,468,403,65
1711,314,245,69
1711,468,403,65
1711,363,311,52
1711,242,185,57
1711,66,53,13
1711,363,311,52
1711,524,400,124
1711,260,230,30
1711,118,105,13
1711,420,360,60
1711,211,188,23
1711,260,230,30
1711,260,230,30
1711,260,230,30
1711,260,230,30
1711,260,230,30
1711,260,230,30
1711,260,230,30
1711,237,190,47
1711,654,595,59
1711,260,230,30
1711,492,412,80
1711,260,230,30
1711,118,105,13
1711,234,194,40
1711,141,126,15
1711,303,251,52
1711,196,173,23
1712,357,319,38
1712,260,230,30
1712,134,107,27
1712,611,571,40
1712,487,416,71
1712,219,200,19
1712,260,230,30
1712,119,100,19
1712,300,292,8
1712,510,487,23
1712,260,230,30
1712,260,230,30
1712,260,230,30
1712,301,272,29
1712,303,268,35
1712,280,248,32
1712,400,320,80
1712,112,90,22
1712,237,190,47
1712,270,220,50
1712,292,260,32
1712,118,105,13
1712,260,230,30
1712,118,105,13
1712,118,105,13
1712,118,105,13
1712,118,105,13
1712,260,230,30
1712,294,260,34
1712,286,239,47
1712,301,257,44
1712,359,300,59
1712,377,315,62
1712,323,270,53
1712,144,120,24
1712,172,131,41
1712,465,396,69
1712,406,356,50
1712,237,190,47
1712,316,241,75
1712,316,241,75
1712,260,230,30
1712,260,230,30
1712,237,190,47
1712,260,230,30
1712,78,65,13
1712,237,190,47
1712,412,330,82
1712,291,243,48
1712,260,230,30
1712,260,230,30
1712,244,209,35
1712,244,209,35
1712,244,209,35
1712,538,450,88
1712,359,300,59
1712,260,230,30
1712,244,209,35
1712,244,209,35
1712,146,130,16
1712,376,318,58
1712,382,306,76
1712,139,111,28
1712,585,476,109
1712,260,230,30
1712,362,290,72
1712,316,241,75
1712,118,105,13
1712,118,105,13
1712,237,190,47
1712,237,190,47
1712,386,351,35
1712,406,356,50
1712,272,240,32
1712,191,169,22
1712,513,429,84
1712,148,131,17
1712,406,356,50
1712,80,70,10
1712,118,105,13
1712,260,230,30
1712,468,403,65
1712,260,230,30
1712,468,403,65
1712,260,230,30
1712,118,105,13
1712,118,105,13
1712,260,230,30
1712,260,230,30
1712,119,95,24
1712,193,151,42
1712,450,440,10
1712,200,192,8
1712,96,77,19
1712,231,200,31
1712,316,241,75
1712,492,412,80
1712,272,228,44
1712,118,105,13
1712,202,154,48
1713,118,105,13
1713,237,190,47
1713,260,230,30
1713,260,230,30
1713,357,319,38
1713,492,412,80
1713,465,403,62
1713,260,230,30
1713,492,412,80
1713,260,230,30
1713,443,391,52
1713,262,219,43
1713,287,240,47
1713,204,180,24
1713,299,250,49
1713,292,260,32
1713,260,230,30
1713,120,96,24
1713,91,80,11
1713,260,230,30
1713,260,230,30
1713,316,241,75
1713,260,230,30
1713,118,105,13
1713,118,105,13
1713,260,230,30
1713,260,230,30
1713,110,95,15
1713,157,130,27
1713,289,250,39
1713,150,124,26
1713,85,68,17
1713,406,356,50
1713,237,190,47
1713,212,170,42
1713,260,230,30
1713,118,105,13
1713,118,105,13
1713,492,412,80
1713,260,230,30
1713,262,210,52
1713,363,311,52
1713,468,403,65
1713,468,403,65
1713,118,105,13
1713,212,194,18
1713,121,107,14
1713,147,122,25
1713,392,348,44
1713,87,77,10
1713,622,530,92
1713,333,270,63
1713,339,293,46
1713,260,230,30
1713,118,105,13
1713,212,194,18
1713,118,105,13
1713,118,105,13
1713,260,230,30
1713,238,210,28
1713,237,190,47
1713,208,180,28
1713,266,215,51
1713,145,137,8
1713,214,179,35
1713,250,204,46
1713,316,241,75
1713,80,61,19
1713,316,241,75
1713,470,349,121
1713,386,351,35
1713,300,229,71
1713,363,311,52
1713,363,311,52
1713,386,351,35
1713,386,351,35
1713,572,517,55
1713,172,149,23
1713,606,490,116
1713,113,100,13
1713,117,103,14
1713,500,360,140
1713,418,363,55
1713,95,81,14
1713,295,225,70
1713,596,485,111
1713,118,105,13
1713,260,230,30
1713,395,300,95
1713,112,100,12
1713,281,240,41
1713,355,300,55
1713,340,291,49
1713,206,178,28
1713,237,190,47
1713,270,255,15
1713,283,250,33
1713,239,200,39
1713,200,160,40
1713,200,113,87
1713,192,170,22
1713,490,450,40
1713,223,200,23
1713,245,216,29
1713,203,170,33
1713,340,284,56
1713,100,80,20
1713,237,190,47
1713,118,105,13
1713,237,190,47
1713,273,236,37
1713,282,240,42
1713,311,260,51
1713,121,108,13
1713,260,230,30
1713,118,105,13
1713,260,230,30
1714,232,216,16
1714,400,147,253
1714,381,330,51
1714,318,300,18
1714,428,370,58
1714,283,250,33
1714,324,296,28
1714,201,174,27
1714,201,187,14
1714,280,261,19
1714,187,162,25
1714,117,98,19
1714,118,105,13
1714,465,403,62
1714,260,230,30
1714,465,403,62
1714,252,218,34
1714,250,200,50
1714,237,190,47
1714,118,105,13
1714,366,350,16
1714,237,198,39
1714,80,72,8
1714,491,425,66
1714,298,260,38
1714,250,200,50
1714,272,265,7
1714,578,500,78
1714,195,80,115
1714,360,240,120
1714,572,557,15
1714,192,154,38
1714,180,144,36
1714,244,209,35
1714,136,125,11
1714,287,273,14
1714,204,200,4
1714,132,112,20
1714,253,188,65
1714,350,140,210
1714,154,123,31
1714,244,209,35
1714,181,164,17
1714,200,184,16
1714,179,160,19
1714,118,105,13
1714,260,230,30
1714,118,105,13
1714,180,160,20
1714,708,597,111
1714,185,141,44
1714,272,228,44
1714,237,190,47
1714,121,108,13
1714,66,55,11
1714,250,200,50
1714,118,105,13
1714,37,33,4
1714,119,100,19
1714,406,356,50
1714,5,4,1
1714,468,403,65
1714,240,211,29
1714,48,44,4
1714,230,129,101
1714,554,439,115
1714,170,141,29
1714,66,59,7
1714,167,148,19
1714,11,10,1
1714,301,272,29
1714,465,403,62
1714,118,105,13
1714,43,43,0
1714,118,105,13
1714,468,403,65
1714,468,403,65
1714,147,130,17
1714,339,283,56
1714,245,217,28
1714,237,190,47
1714,260,230,30
1714,260,230,30
1714,305,233,72
1714,197,150,47
1714,171,153,18
1714,277,226,51
1714,265,216,49
1714,148,131,17
1714,190,162,28
1714,450,376,74
1714,183,97,86
1714,386,351,35
1714,386,351,35
1714,406,356,50
1714,464,407,57
1714,292,260,32
1714,406,356,50
1714,260,230,30
1714,118,105,13
1714,260,230,30
1714,241,206,35
1714,101,90,11
1714,294,224,70
1714,440,410,30
1714,433,400,33
1714,413,315,98
1714,363,311,52
1714,73,60,13
1714,273,236,37
1714,125,100,25
1714,412,330,82
1714,44,40,4
1714,260,230,30
1714,260,230,30
1714,118,105,13
1714,270,230,40
1714,110,71,39
1714,237,190,47
1714,287,229,58
1714,260,142,118
1714,121,108,13
1714,202,173,29
1714,438,375,63
1714,620,548,72
1714,363,311,52
1714,468,403,65
1714,375,350,25
1714,505,215,290
1714,118,105,13
1714,260,230,30
1714,274,250,24
1714,131,120,11
1714,467,394,73
1714,393,300,93
1714,260,230,30
1714,320,294,26
1714,140,125,15
1714,169,150,19
1714,169,150,19
1714,169,150,19
1714,263,225,38
1714,56,48,8
1714,167,140,27
1714,319,234,85
1714,425,324,101
1714,333,278,55
1714,154,135,19
1714,100,76,24
1714,296,226,70
1715,58,50,8
1715,282,236,46
1715,307,293,14
1715,256,122,134
1715,560,500,60
1715,468,403,65
1715,468,403,65
1715,363,311,52
1715,227,190,37
1715,179,150,29
1715,323,270,53
1715,130,111,19
1715,187,160,27
1715,114,91,23
1715,233,199,34
1715,104,92,12
1715,287,230,57
1715,237,190,47
1715,237,190,47
1715,290,240,50
1715,260,230,30
1715,260,230,30
1715,280,230,50
1715,269,225,44
1715,244,209,35
1715,244,209,35
1715,300,254,46
1715,140,127,13
1715,142,126,16
1715,468,403,65
1715,159,133,26
1715,260,230,30
1715,118,105,13
1715,260,230,30
1715,118,105,13
1715,327,262,65
1715,237,190,47
1715,102,79,23
1715,147,118,29
1715,273,236,37
1715,497,430,67
1715,507,356,151
1715,410,373,37
1715,383,243,140
1715,397,372,25
1715,169,150,19
1715,260,230,30
1715,215,208,7
1715,323,245,78
1715,162,140,22
1715,68,58,10
1715,417,365,52
1715,596,470,126
1715,601,373,228
1715,105,91,14
1715,110,80,30
1715,430,302,128
1715,242,202,40
1715,363,311,52
1715,468,403,65
1715,468,403,65
1715,118,105,13
1715,406,356,50
1715,272,249,23
1715,118,105,13
1715,260,230,30
1715,260,230,30
1715,118,105,13
1715,363,311,52
1715,363,311,52
1715,118,105,13
1715,5,5,0
1715,142,120,22
1715,363,311,52
1715,290,245,45
1715,166,151,15
1715,406,356,50
1715,260,230,30
1715,173,148,25
1715,546,459,87
1715,298,247,51
1715,388,357,31
1715,500,439,61
1715,349,300,49
1715,321,275,46
1715,326,278,48
1715,262,210,52
1715,237,190,47
1715,260,230,30
1715,118,105,13
1715,10,8,2
1715,379,323,56
1715,260,220,40
1715,277,222,55
1715,176,141,35
1715,187,160,27
1715,465,403,62
1715,470,418,52
1715,389,285,104
1715,120,118,2
1715,169,150,19
1715,375,300,75
1715,262,221,41
1715,145,118,27
1715,521,495,26
1715,119,100,19
1715,357,319,38
1715,191,145,46
1715,200,175,25
1715,387,310,77
1715,105,84,21
1715,418,335,83
1715,46,38,8
1715,468,403,65
1715,363,311,52
1715,147,126,21
1715,113,100,13
1715,216,177,39
1715,148,131,17
1715,156,139,17
1715,166,157,9
1715,36,31,5
1715,105,84,21
1715,144,120,24
1715,237,190,47
1715,273,236,37
1715,360,288,72
1715,431,345,86
1715,122,98,24
1715,118,105,13
1715,27,24,3
1715,121,108,13
1715,115,103,12
1715,260,230,30
1715,158,140,18
1715,92,79,13
1715,470,398,72
1715,172,151,21
1715,134,116,18
1715,66,57,9
1715,47,41,6
1715,386,272,114
1715,118,60,58
1715,350,259,91
1715,19,16,3
1715,100,85,15
1715,247,212,35
1715,116,112,4
1715,60,51,9
1715,388,357,31
1715,169,150,19
1715,260,230,30
1715,260,230,30
1715,357,319,38
1715,118,105,13
1715,120,107,13
1715,185,158,27
1715,63,54,9
1715,431,364,67
1715,220,200,20
1715,467,362,105
1715,341,322,19
1715,344,307,37
1715,169,150,19
1715,156,135,21
1715,164,100,64
1715,504,437,67
1715,8,6,2
1716,437,377,60
1716,200,50,150
1716,276,209,67
1716,463,155,308
1716,118,105,13
1716,260,230,30
1716,487,403,84
1716,273,219,54
1716,273,236,37
1716,260,230,30
1716,465,403,62
1716,492,412,80
1716,260,230,30
1716,275,237,38
1716,492,412,80
1716,323,259,64
1716,260,250,10
1716,411,402,9
1716,270,257,13
1716,272,228,44
1716,74,49,25
1716,234,200,34
1716,157,134,23
1716,406,347,59
1716,237,190,47
1716,241,197,44
1716,231,200,31
1716,237,190,47
1716,239,200,39
1716,211,169,42
1716,190,95,95
1716,153,82,71
1716,650,543,107
1716,226,200,26
1716,300,90,210
1716,434,429,5
1716,125,100,25
1716,187,150,37
1716,272,240,32
1716,257,187,70
1716,199,170,29
1716,367,310,57
1716,450,320,130
1716,294,260,34
1716,369,188,181
1716,100,80,20
1716,532,513,19
1716,192,165,27
1716,162,130,32
1716,86,77,9
1716,112,100,12
1716,257,242,15
1716,153,136,17
1716,406,356,50
1716,52,43,9
1716,100,89,11
1716,302,260,42
1716,200,174,26
1716,462,420,42
1716,118,105,13
1716,378,303,75
1716,260,230,30
1716,287,245,42
1716,260,230,30
1716,367,313,54
1716,237,190,47
1716,237,190,47
1716,237,190,47
1716,237,190,47
1716,237,190,47
1716,237,190,47
1716,169,135,34
1716,226,200,26
1716,270,242,28
1716,388,357,31
1716,700,607,93
1716,260,230,30
1716,444,396,48
1716,386,351,35
1716,291,164,127
1716,125,112,13
1716,169,150,19
1716,179,160,19
1716,110,90,20
1716,365,302,63
1716,145,141,4
1716,465,403,62
1716,125,111,14
1716,260,230,30
1716,129,129,0
1716,292,260,32
1716,260,230,30
1716,260,230,30
1716,100,80,20
1716,514,430,84
1716,71,64,7
1716,260,230,30
1716,213,70,143
1716,370,162,208
1716,407,407,0
1716,159,140,19
1716,492,412,80
1716,164,113,51
1716,237,190,47
1716,408,350,58
1716,260,206,54
1716,358,321,37
1716,118,105,13
1716,194,194,0
1716,492,412,80
1716,260,230,30
1716,465,403,62
1716,118,105,13
1716,10,9,1
1716,152,104,48
1716,230,125,105
1716,60,53,7
1716,111,93,18
1716,563,480,83
1716,147,118,29
1716,365,292,73
1716,215,180,35
1716,273,236,37
1716,306,270,36
1716,301,272,29
1716,406,356,50
1716,407,340,67
1716,468,403,65
1716,468,403,65
1716,468,403,65
1716,474,417,57
1716,183,165,18
1716,358,299,59
1716,95,79,16
1716,578,500,78
1716,116,95,21
1716,317,280,37
1716,468,403,65
1716,468,403,65
1716,468,403,65
1716,118,105,13
1716,118,105,13
1716,363,311,52
1716,273,236,37
1716,331,300,31
1716,492,412,80
1716,299,250,49
1717,225,190,35
1717,252,211,41
1717,500,439,61
1717,406,356,50
1717,118,105,13
1717,118,105,13
1717,260,230,30
1717,492,412,80
1717,118,105,13
1717,212,188,24
1717,129,129,0
1717,118,105,13
1717,260,230,30
1717,260,230,30
1717,201,161,40
1717,294,223,71
1717,120,100,20
1717,82,17,65
1717,91,73,18
1717,424,340,84
1717,238,191,47
1717,291,233,58
1717,166,140,26
1717,237,190,47
1717,118,105,13
1717,477,420,57
1717,173,148,25
1717,212,177,35
1717,415,355,60
1717,109,93,16
1717,257,220,37
1717,65,56,9
1717,187,160,27
1717,260,250,10
1717,273,236,37
1717,418,401,17
1717,226,200,26
1717,208,186,22
1717,148,121,27
1717,456,390,66
1717,101,86,15
1717,330,264,66
1717,237,190,47
1717,126,109,17
1717,237,190,47
1717,237,190,47
1717,335,280,55
1717,224,198,26
1717,232,202,30
1717,117,100,17
1717,380,352,28
1717,238,210,28
1717,263,220,43
1717,134,110,24
1717,315,280,35
1717,107,86,21
1717,362,290,72
1717,284,251,33
1717,323,294,29
1717,220,176,44
1717,169,150,19
1717,347,300,47
1717,215,180,35
1717,35,28,7
1717,237,190,47
1717,294,285,9
1717,160,139,21
1717,183,179,4
1717,523,486,37
1717,310,278,32
1717,131,116,15
1717,223,199,24
1717,153,137,16
1717,90,80,10
1717,241,188,53
1717,516,455,61
1717,215,180,35
1717,335,280,55
1717,237,190,47
1717,248,203,45
1717,371,310,61
1717,206,165,41
1717,237,190,47
1717,200,200,0
1717,200,180,20
1717,135,111,24
1717,112,90,22
1717,100,89,11
1717,151,135,16
1717,237,190,47
1717,436,306,130
1717,339,238,101
1717,61,61,0
1717,237,190,47
1717,374,342,32
1717,374,342,32
1717,359,300,59
1717,419,370,49
1717,554,463,91
1717,246,217,29
1717,130,106,24
1717,171,152,19
1717,101,87,14
1717,121,97,24
1717,338,289,49
1717,72,60,12
1717,406,356,50
1717,468,403,65
1717,363,311,52
1717,127,117,10
1717,468,403,65
1717,316,264,52
1717,363,311,52
1717,419,350,69
1717,175,174,1
1717,57,48,9
1717,744,540,204
1717,704,585,119
1717,540,530,10
1717,174,156,18
1717,90,80,10
1717,406,356,50
1717,190,190,0
1717,562,470,92
1717,150,125,25
1717,239,200,39
1717,116,97,19
1717,467,394,73
1717,363,311,52
1717,127,117,10
1717,468,403,65
1717,468,403,65
1717,260,230,30
1717,260,230,30
1717,492,412,80
1717,260,230,30
1717,118,105,13
1717,465,403,62
1717,260,230,30
1717,492,412,80
1717,212,194,18
1717,260,230,30
1717,212,194,18
1717,118,105,13
1717,118,105,13
1717,465,403,62
1717,272,218,54
1717,19,17,2
1717,75,60,15
1717,46,39,7
1717,150,128,22
1717,502,347,155
1717,594,243,351
1717,406,356,50
1717,465,403,62
1717,237,190,47
1718,520,473,47
1718,465,403,62
1718,244,209,35
1718,14,12,2
1718,86,76,10
1718,187,160,27
1718,406,356,50
1718,118,105,13
1718,363,311,52
1718,345,303,42
1718,44,37,7
1718,562,470,92
1718,244,209,35
1718,118,105,13
1718,468,403,65
1718,468,403,65
1718,239,200,39
1718,192,154,38
1718,131,109,22
1718,150,128,22
1718,468,403,65
1718,83,69,14
1718,108,93,15
1718,134,110,24
1718,111,96,15
1718,118,101,17
1718,137,112,25
1718,129,110,19
1718,116,104,12
1718,113,97,16
1718,132,118,14
1718,406,356,50
1718,683,449,234
1718,92,84,8
1718,59,54,5
1718,388,357,31
1718,83,76,7
1718,240,182,58
1718,136,109,27
1718,86,76,10
1718,313,285,28
1718,386,351,35
1718,237,190,47
1718,219,189,30
1718,367,313,54
1718,118,100,18
1718,118,105,13
1718,48,42,6
1718,535,426,109
1718,464,298,166
1718,359,267,92
1718,203,180,23
1718,313,166,147
1718,291,266,25
1718,80,61,19
1718,181,160,21
1718,366,312,54
1718,113,100,13
1718,237,190,47
1718,161,143,18
1718,250,214,36
1718,122,109,13
1718,182,161,21
1718,117,104,13
1718,237,190,47
1718,165,141,24
1718,81,69,12
1718,500,430,70
1718,141,117,24
1718,149,129,20
1718,166,126,40
1718,95,87,8
1718,257,206,51
1718,492,412,80
1718,240,192,48
1718,186,149,37
1718,395,330,65
1718,406,356,50
1718,386,351,35
1718,320,256,64
1718,357,298,59
1718,157,126,31
1718,129,111,18
1718,311,260,51
1718,41,33,8
1718,188,143,45
1718,218,182,36
1718,260,249,11
1718,56,50,6
1718,227,190,37
1718,301,272,29
1718,191,171,20
1718,465,403,62
1718,365,285,80
1718,85,70,15
1718,273,236,37
1718,195,145,50
1718,530,459,71
1718,107,86,21
1718,237,190,47
1718,276,209,67
1718,221,177,44
1718,276,209,67
1718,237,190,47
1718,167,134,33
1718,179,150,29
1718,406,356,50
1718,309,282,27
1718,138,116,22
1718,205,178,27
1718,140,112,28
1718,165,155,10
1718,105,95,10
1718,396,343,53
1718,273,236,37
1718,494,396,98
1718,115,103,12
1718,256,219,37
1718,42,37,5
1718,227,196,31
1718,491,420,71
1718,113,97,16
1718,189,158,31
1718,244,209,35
1718,133,119,14
1718,101,87,14
1718,227,182,45
1718,226,200,26
1718,178,149,29
1718,301,261,40
1718,239,200,39
1718,430,418,12
1718,514,430,84
1718,315,263,52
1718,169,150,19
1718,367,313,54
1718,348,279,69
1718,154,132,22
1718,152,130,22
1718,492,412,80
1718,118,105,13
1718,492,412,80
1718,357,319,38
1718,118,105,13
1718,492,412,80
1718,406,356,50
1718,465,403,62
1718,406,356,50
1718,260,230,30
1718,49,42,7
1718,146,122,24
1718,73,65,8
1718,305,244,61
1718,87,84,3
1718,367,294,73
1718,250,200,50
1718,216,164,52
1718,285,238,47
1718,460,420,40
1718,201,168,33
1718,256,214,42
1718,166,134,32
1718,492,412,80
1718,260,230,30
1718,492,412,80
1718,237,190,47
1718,237,190,47
1719,121,108,13
1719,115,94,21
1719,152,122,30
1719,206,176,30
1719,175,150,25
1719,250,250,0
1719,226,204,22
1719,127,117,10
1719,429,368,61
1719,406,356,50
1719,180,162,18
1719,214,214,0
1719,282,250,32
1719,357,295,62
1719,52,42,10
1719,239,149,90
1719,266,208,58
1719,465,403,62
1719,388,357,31
1719,406,356,50
1719,406,356,50
1719,386,351,35
1719,468,403,65
1719,468,403,65
1719,200,172,28
1719,468,403,65
1719,363,311,52
1719,468,403,65
1719,43,40,3
1719,161,143,18
1719,211,169,42
1719,125,95,30
1719,122,98,24
1719,105,93,12
1719,120,118,2
1719,112,99,13
1719,180,154,26
1719,468,403,65
1719,400,350,50
1719,112,99,13
1719,218,193,25
1719,129,129,0
1719,465,403,62
1719,492,412,80
1719,118,105,13
1719,118,105,13
1719,219,196,23
1719,212,194,18
1719,370,320,50
1719,274,229,45
1719,311,260,51
1719,359,300,59
1719,144,120,24
1719,334,295,39
1719,215,180,35
1719,237,198,39
1719,150,125,25
1719,118,105,13
1719,129,129,0
1719,260,230,30
1719,465,403,62
1719,95,84,11
1719,117,98,19
1719,209,159,50
1719,499,427,72
1719,257,206,51
1719,407,348,59
1719,254,241,13
1719,189,162,27
1719,328,283,45
1719,110,98,12
1719,200,162,38
1719,282,241,41
1719,100,36,64
1719,244,185,59
1719,395,330,65
1719,406,356,50
1719,118,105,13
1719,492,412,80
1719,292,260,32
1719,118,105,13
1719,367,313,54
1719,274,234,40
1719,484,412,72
1719,316,270,46
1719,674,540,134
1719,373,319,54
1719,359,327,32
1719,212,194,18
1719,535,191,344
1719,357,319,38
1719,129,129,0
1719,62,53,9
1719,395,330,65
1719,179,160,19
1719,139,111,28
1719,276,209,67
1719,440,372,68
1719,231,198,33
1719,215,196,19
1719,88,73,15
1719,228,188,40
1719,80,61,19
1719,160,146,14
1719,191,160,31
1719,492,340,152
1719,287,230,57
1719,230,192,38
1719,429,350,79
1719,273,236,37
1719,120,104,16
1719,233,201,32
1719,412,351,61
1719,237,190,47
1719,117,94,23
1719,190,160,30
1719,224,170,54
1719,162,123,39
1719,130,116,14
1719,10,9,1
1719,237,190,47
1719,125,100,25
1719,132,109,23
1719,179,150,29
1719,600,385,215
1719,124,111,13
1719,126,112,14
1719,120,107,13
1719,78,70,8
1719,60,51,9
1719,75,67,8
1719,122,104,18
1719,84,70,14
1719,96,80,16
1719,335,280,55
1719,272,240,32
1719,118,105,13
1719,86,79,7
1719,143,132,11
1719,79,72,7
1719,388,357,31
1719,138,127,11
1719,492,394,98
1719,237,190,47
1719,237,190,47
1719,242,202,40
1719,94,86,8
1719,136,103,33
1719,309,258,51
1719,275,243,32
1719,160,128,32
1719,719,611,108
1719,182,156,26
1719,73,51,22
1719,367,313,54
1719,367,313,54
1719,595,554,41
1719,132,106,26
1719,367,313,54
1719,500,455,45
1719,156,128,28
1719,249,213,36
1719,170,136,34
1719,163,139,24
1719,201,200,1
1719,392,360,32
1719,62,53,9
1719,225,190,35
1719,225,190,35
1719,225,190,35
1719,159,131,28
1719,225,190,35
1719,225,190,35
1719,225,190,35
1720,97,82,15
1720,215,190,25
1720,492,412,80
1720,132,109,23
1720,179,164,15
1720,137,114,23
1720,530,460,70
1720,226,205,21
1720,180,150,30
1720,402,359,43
1720,292,260,32
1720,367,313,54
1720,118,105,13
1720,129,129,0
1720,118,105,13
1720,212,194,18
1720,468,403,65
1720,468,403,65
1720,292,260,32
1720,335,280,55
1720,249,208,41
1720,211,160,51
1720,123,101,22
1720,201,168,33
1720,35,30,5
1720,141,126,15
1720,101,90,11
1720,179,153,26
1720,133,119,14
1720,220,214,6
1720,62,50,12
1720,130,127,3
1720,277,245,32
1720,280,259,21
1720,266,257,9
1720,418,313,105
1720,213,208,5
1720,388,357,31
1720,388,357,31
1720,388,357,31
1720,388,357,31
1720,388,357,31
1720,80,74,6
1720,156,144,12
1720,73,67,6
1720,237,190,47
1720,118,105,13
1720,260,230,30
1720,330,282,48
1720,260,251,9
1720,118,100,18
1720,517,500,17
1720,665,557,108
1720,260,230,30
1720,492,412,80
1720,301,272,29
1720,260,230,30
1720,142,114,28
1720,237,190,47
1720,282,249,33
1720,72,55,17
1720,277,210,67
1720,361,302,59
1720,275,230,45
1720,388,357,31
1720,388,357,31
1720,51,47,4
1720,335,324,11
1720,138,123,15
1720,196,164,32
1720,237,190,47
1720,197,174,23
1720,134,102,32
1720,108,96,12
1720,165,141,24
1720,90,80,10
1720,371,297,74
1720,233,201,32
1720,285,244,41
1720,260,230,30
1720,371,328,43
1720,334,270,64
1720,171,130,41
1720,181,156,25
1720,385,322,63
1720,108,82,26
1720,596,450,146
1720,118,105,13
1720,465,403,62
1720,143,130,13
1720,113,98,15
1720,273,241,32
1720,200,184,16
1720,260,230,30
1720,260,230,30
1720,789,709,80
1720,273,236,37
1720,204,180,24
1720,256,219,37
1720,121,108,13
1720,642,466,176
1720,110,98,12
1720,237,190,47
1720,149,133,16
1720,465,403,62
1720,149,133,16
1720,118,105,13
1720,244,209,35
1720,142,114,28
1720,169,157,12
1720,304,250,54
1720,356,303,53
1720,284,251,33
1720,273,236,37
1720,170,150,20
1720,180,140,40
1720,234,200,34
1720,126,109,17
1720,270,218,52
1720,273,236,37
